po_id,vendor_id,pr_id,po_date,currency,exchange_rate,status,total_po_value,department_id,is_emergency_order
428,112,664,10/6/2021,BDT,1,Released,1462880,6,0
429,109,0,11/8/2021,BDT,1,Released,374935,2,1
430,24,1411,9/4/2021,BDT,1,Released,2336293,4,0
431,89,682,12/28/2023,CNY,106.51,Released,194108.94999999998,1,0
432,63,1329,11/22/2023,BDT,1,Released,1353796.45,3,0
433,102,2126,11/14/2023,BDT,1,Released,4903700.27,4,0
434,6,139,9/9/2023,USD,106.64,Released,587282.19,6,0
435,141,0,1/18/2021,USD,85.53,Released,70940.45,4,0
436,115,0,3/26/2021,USD,85.8,Released,416464.09,5,0
437,141,820,11/26/2023,USD,108.93,Released,313488.85,4,0
438,146,0,11/17/2022,BDT,1,Released,5178370.4,2,1
439,44,0,8/10/2021,BDT,1,Released,4121388,3,0
440,63,0,7/5/2022,BDT,1,Released,254126.6,3,0
441,74,2129,4/28/2022,BDT,1,Released,2525971.66,4,0
442,10,1798,9/27/2021,CNY,84.83,Released,721006.1599999999,1,0
443,89,1037,7/27/2023,CNY,110.65,Released,20809.15,1,0
444,122,124,1/26/2022,BDT,1,Released,4402403.8100000005,5,0
445,3,0,2/13/2021,BDT,1,Released,1054684,1,0
446,85,1538,6/22/2022,CNY,97.34,Released,757435.52,1,0
447,33,1981,7/7/2023,USD,108.93,Released,338857.61,6,0
448,4,2292,2/3/2023,BDT,1,Released,1813463.95,3,0
449,62,0,5/7/2023,USD,108.86,Released,25166.49,3,0
450,74,388,2/20/2023,BDT,1,Released,3752232.98,4,0
451,56,88,8/7/2021,BDT,1,Released,4559794,5,0
452,94,2445,1/22/2023,BDT,1,Released,1795760.49,1,0
453,35,0,4/26/2023,BDT,1,Released,523420.7899999999,4,0
454,137,0,9/29/2022,USD,105.27,Released,195711.84,2,0
455,21,1331,12/11/2022,BDT,1,Released,6817286.99,2,0
456,71,1565,6/28/2023,CNY,110.09,Released,233872.76,3,0
457,45,442,5/23/2023,BDT,1,Released,1985280.08,3,0
458,5,218,2/27/2023,BDT,1,Released,1356141.5,2,0
459,10,479,3/16/2023,CNY,109.41,Released,1216064.99,1,0
460,96,1817,7/5/2023,BDT,1,Released,1139403.28,3,0
461,100,465,6/24/2021,USD,86.32,Released,16917.91,5,0
462,18,861,5/31/2023,BDT,1,Released,5395361.26,3,0
463,59,1832,5/22/2023,BDT,1,Released,3041350.7600000002,5,0
464,146,371,11/30/2023,BDT,1,Released,3591132.8899999997,2,0
465,1,418,11/10/2023,USD,107.36,Released,58508.75,6,0
466,76,1100,12/18/2020,BDT,1,Released,2713826,1,0
467,20,887,3/13/2022,BDT,1,Released,1352675.87,4,0
468,138,1866,10/4/2022,CNY,107.02,Released,578740.37,1,0
469,127,2075,12/27/2022,BDT,1,Released,5028012.81,6,0
470,10,0,2/14/2020,CNY,85.45,Released,897650.51,1,1
471,91,1204,12/13/2023,BDT,1,Released,4939128.76,6,0
472,38,1248,5/26/2023,BDT,1,Released,3706207.27,6,0
473,54,1424,3/23/2021,CNY,85.25,Released,387683.81,5,0
474,140,0,6/23/2022,CNY,97.75,Released,8835.86,6,0
475,2,1915,12/25/2020,BDT,1,Released,5372827,1,0
476,1,2387,10/27/2021,USD,85.4,Released,51932.08,6,0
477,22,1921,8/1/2022,BDT,1,Released,6940290.26,3,0
478,116,0,2/25/2021,BDT,1,Released,5260984,1,0
479,110,1800,12/18/2022,BDT,1,Released,3365712.64,3,0
480,32,0,5/9/2020,USD,85.46,Released,7037.36,5,1
481,44,214,9/2/2023,BDT,1,Released,5067816.24,3,0
482,47,629,10/29/2022,CNY,107.35,Released,22947.199999999997,2,0
483,34,0,2/28/2020,BDT,1,Released,2947336,2,0
484,22,485,10/27/2021,BDT,1,Released,3377778,3,0
485,96,2352,6/1/2023,BDT,1,Released,2715295.48,3,0
486,77,687,10/21/2021,BDT,1,Released,8125347,2,0
487,140,87,9/25/2022,CNY,105.09,Released,125634.97,6,0
488,41,1826,11/6/2021,CNY,85.37,Released,184238.73,3,0
489,17,1381,9/17/2021,USD,85.35,Released,10460.3,4,0
490,150,939,12/15/2022,BDT,1,Released,755388.06,6,0
491,119,10,5/18/2022,BDT,1,Released,1976864.81,1,0
492,7,616,3/1/2023,BDT,1,Released,2570269.6100000003,1,0
493,13,0,10/4/2020,USD,85.21,Released,314167.11,3,1
494,137,526,10/22/2022,USD,107.71,Released,34286.73,2,0
495,38,418,9/11/2022,BDT,1,Released,5321960.83,6,0
496,110,794,7/13/2023,BDT,1,Released,3036082.5300000003,3,0
497,94,1873,4/8/2023,BDT,1,Released,4369333.6899999995,1,0
498,75,1517,6/16/2023,BDT,1,Released,808878.64,3,0
499,10,2259,10/31/2023,CNY,106.46,Released,265460.14,1,0
500,106,1141,5/15/2023,USD,107.27,Released,140490.12999999998,2,0
501,58,1021,11/1/2023,BDT,1,Released,3909285.17,1,0
502,50,206,10/22/2021,USD,85.43,Released,508329.08,3,0
503,119,1855,5/16/2022,BDT,1,Released,3716086.3,1,0
504,67,389,4/20/2023,BDT,1,Released,824549.57,4,0
505,2,222,11/30/2023,BDT,1,Released,3554717.41,1,0
506,33,0,8/14/2020,USD,85.03,Released,27296.31,6,0
507,6,653,8/31/2023,USD,107.27,Released,85929.29999999999,6,0
508,1,524,7/20/2021,USD,85.35,Released,21881.44,6,0
509,94,0,10/7/2022,BDT,1,Released,4898530.140000001,1,0
510,130,0,12/5/2023,BDT,1,Released,3349502.4400000004,1,0
511,1,2366,2/13/2022,USD,86.23,Released,52995.89,6,0
512,110,1107,5/28/2023,BDT,1,Released,1717103.33,3,0
513,124,1446,7/11/2022,USD,99.99,Released,86043.83,5,0
514,84,1056,10/7/2022,BDT,1,Released,7085053.58,2,0
515,62,0,1/18/2020,USD,85.21,Released,13311.16,3,0
516,48,0,2/20/2021,USD,85.43,Released,808772.6199999999,6,0
517,117,399,5/2/2021,BDT,1,Released,4145578,3,0
518,17,2079,10/3/2022,USD,107.62,Released,4047.17,4,0
519,134,1348,11/22/2021,BDT,1,Released,617757,1,0
520,110,0,10/19/2020,BDT,1,Released,5809766,3,0
521,96,848,10/6/2023,BDT,1,Released,1702602.06,3,0
522,70,0,12/17/2023,BDT,1,Released,6052800.21,6,1
523,80,0,11/23/2023,BDT,1,Released,143217.01,2,0
524,97,2070,7/20/2020,USD,85.25,Released,40079.18,4,0
525,33,2031,1/28/2022,USD,85.93,Released,83483.52,6,0
526,100,1273,12/26/2023,USD,110.12,Released,57995.51,5,0
527,24,1214,10/6/2023,BDT,1,Released,845036.16,4,0
528,109,834,9/8/2023,BDT,1,Released,4964748.81,2,0
529,115,0,7/2/2020,USD,85.34,Released,5321.73,5,0
530,88,2020,10/29/2023,BDT,1,Released,1101768.19,2,0
531,55,1500,11/1/2022,BDT,1,Released,3984047.41,1,0
532,60,1122,12/28/2021,CNY,85.3,Released,216897.5,1,0
533,46,1071,6/14/2023,USD,107.78,Released,50805.479999999996,2,0
534,7,1809,2/23/2022,BDT,1,Released,3030060.56,1,0
535,88,1336,9/21/2022,BDT,1,Released,4557824.96,2,0
536,121,1769,5/19/2021,USD,84.92,Released,9652.279999999999,4,0
537,27,1700,7/24/2021,BDT,1,Released,759798,1,0
538,27,1109,3/25/2023,BDT,1,Released,4506849.64,1,0
539,127,2370,9/9/2022,BDT,1,Released,4384865.2,6,0
540,27,0,4/10/2023,BDT,1,Released,3816240.7100000004,1,1
541,66,806,5/8/2021,BDT,1,Released,5790346,5,0
542,33,14,10/26/2023,USD,107.72,Released,347732,6,0
543,28,861,6/26/2023,BDT,1,Released,1548781.53,2,0
544,144,1908,12/2/2022,USD,112.93,Released,77693.88,6,0
545,127,1711,10/9/2023,BDT,1,Released,4557517.55,6,0
546,10,2124,11/2/2021,CNY,85.31,Released,620394.74,1,0
547,9,292,5/19/2022,BDT,1,Released,1122437.92,3,0
548,55,1747,7/31/2021,BDT,1,Released,66822,1,0
549,33,74,4/12/2022,USD,86.57,Released,56198.91,6,0
550,63,0,8/12/2022,BDT,1,Released,751460.5700000001,3,0
551,146,2437,9/15/2021,BDT,1,Released,3189510,2,0
552,78,778,4/10/2023,BDT,1,Released,63757.98,2,0
553,60,525,2/13/2023,CNY,108.46,Released,221376.7,1,0
554,123,0,2/8/2022,USD,86.11,Released,747037.57,2,0
555,19,1117,1/13/2021,USD,85.36,Released,254953.63999999998,1,0
556,145,0,12/16/2023,BDT,1,Released,7004098.32,3,0
557,36,358,4/23/2021,USD,85.62,Released,34630.84,2,0
558,139,0,10/13/2022,USD,107.61,Released,22762.68,6,0
559,110,624,3/8/2022,BDT,1,Released,2363635.15,3,0
560,123,0,2/24/2020,USD,85.07,Released,16913.46,2,0
561,65,1800,2/22/2023,BDT,1,Released,4086091.6100000003,6,0
562,35,0,8/13/2022,BDT,1,Released,1654584.44,4,0
563,54,39,7/25/2023,CNY,109.62,Released,422495.89,5,0
564,109,0,2/24/2020,BDT,1,Released,3298331,2,1
565,58,1265,5/29/2022,BDT,1,Released,5475165.77,1,0
566,108,0,1/9/2021,CNY,85.91,Released,15672.15,3,0
567,143,964,12/24/2021,USD,85.78,Released,218530.62,6,0
568,143,1894,4/10/2022,USD,86.09,Released,56951.72,6,0
569,109,893,8/10/2021,BDT,1,Released,1365126,2,0
570,108,705,3/26/2022,CNY,87.37,Released,364373.54000000004,3,0
571,48,2238,1/5/2022,USD,87.47,Released,23312.59,6,0
572,91,1046,8/30/2023,BDT,1,Released,3560744.3099999996,6,0
573,27,2459,10/24/2020,BDT,1,Released,5405851,1,0
574,142,1666,7/5/2023,BDT,1,Released,2421144.66,6,0
575,88,1185,12/26/2021,BDT,1,Released,192932,2,0
576,47,619,7/1/2023,CNY,106.51,Released,105009.99,2,0
577,59,2291,5/6/2022,BDT,1,Released,5520947.83,5,0
578,120,1418,5/9/2022,BDT,1,Released,935057.78,3,0
579,41,0,7/21/2020,CNY,85.42,Released,214397.55000000002,3,0
580,112,628,7/10/2022,BDT,1,Released,5128334.9,6,0
581,57,717,11/25/2022,BDT,1,Released,491201.30000000005,1,0
582,9,197,10/9/2022,BDT,1,Released,625201.73,3,0
583,112,1694,1/23/2022,BDT,1,Released,6690770.970000001,6,0
584,20,456,5/20/2023,BDT,1,Released,3395797.59,4,0
585,76,70,8/5/2023,BDT,1,Released,3999623.2399999998,1,0
586,74,0,4/7/2022,BDT,1,Released,831711.77,4,1
587,58,0,1/10/2020,BDT,1,Released,961330,1,0
588,90,1586,4/2/2023,BDT,1,Released,3949711.92,1,0
589,146,2075,12/27/2022,BDT,1,Released,6483961.24,2,0
590,52,2200,12/18/2021,USD,84.96,Released,169563.53999999998,3,0
591,142,2099,4/30/2021,BDT,1,Released,1289312,6,0
592,53,1883,11/1/2023,BDT,1,Released,1351154.66,2,0
593,139,1790,12/9/2021,USD,85.22,Released,135080.07,6,0
594,96,2202,10/25/2020,BDT,1,Released,2334758,3,0
595,93,1514,5/23/2023,BDT,1,Released,721933.16,2,0
596,5,2295,12/11/2022,BDT,1,Released,3441226.06,2,0
597,75,0,11/18/2021,BDT,1,Released,1056896,3,0
598,122,0,6/27/2021,BDT,1,Released,1569601,5,0
599,145,1922,1/9/2021,BDT,1,Released,3053186,3,0
600,31,2437,11/12/2022,BDT,1,Released,4744887.82,1,0
601,129,1965,10/2/2023,USD,107.33,Released,17250.72,2,0
602,66,420,10/27/2022,BDT,1,Released,240848.96,5,0
603,77,687,9/30/2020,BDT,1,Released,2632295,2,0
604,100,0,5/14/2023,USD,107.66,Released,6103.209999999999,5,0
605,112,2437,9/15/2021,BDT,1,Released,5344118,6,0
606,149,88,8/7/2021,CNY,86.23,Released,203222.49,4,0
607,10,611,3/9/2023,CNY,108.28,Released,20209.33,1,0
608,86,1863,9/18/2022,BDT,1,Released,640708.26,5,0
609,73,1315,7/23/2023,CNY,111.04,Released,41063.75,6,0
610,105,366,5/14/2022,BDT,1,Released,3392231.16,5,0
611,142,2331,12/29/2022,BDT,1,Released,1850769.29,6,0
612,47,1874,3/31/2021,CNY,85.06,Released,94793.06999999999,2,0
613,10,285,11/21/2021,CNY,85.77,Released,69340.29000000001,1,0
614,1,2371,9/1/2023,USD,109.12,Released,24589.989999999998,6,0
615,64,0,1/1/2023,BDT,1,Released,427283.36,1,0
616,58,1664,5/11/2023,BDT,1,Released,153640.53,1,0
617,106,718,4/28/2021,USD,84.93,Released,15883.42,2,0
618,104,2366,8/17/2022,BDT,1,Released,3210497.82,3,0
619,72,0,2/9/2021,BDT,1,Released,1615554,1,0
620,23,350,6/11/2020,BDT,1,Released,919421,2,0
621,70,342,3/11/2023,BDT,1,Released,7196148.29,6,0
622,75,1273,12/26/2023,BDT,1,Released,500716.94000000006,3,0
623,112,1584,7/15/2022,BDT,1,Released,331389.3,6,0
624,21,1644,8/25/2023,BDT,1,Released,3445330.7600000002,2,0
625,24,2297,5/14/2022,BDT,1,Released,1283778.7799999998,4,0
626,48,701,6/6/2022,USD,97.1,Released,17157.48,6,0
627,78,1483,4/18/2023,BDT,1,Released,5598852.399999999,2,0
628,131,2015,11/4/2023,BDT,1,Released,3884320.64,5,0
629,133,1457,10/11/2022,BDT,1,Released,5536734.9799999995,3,0
630,89,0,9/11/2021,CNY,85.21,Released,12714.31,1,0
631,129,1367,9/15/2023,USD,110.62,Released,228965.13999999998,2,0
632,60,656,7/26/2020,CNY,85.05,Released,420.24,1,0
633,78,506,8/21/2023,BDT,1,Released,3576766.08,2,0
634,56,0,5/29/2023,BDT,1,Released,2686116.69,5,1
635,78,546,9/6/2022,BDT,1,Released,2773541.37,2,0
636,60,372,3/7/2022,CNY,86.03,Released,115206.01999999999,1,0
637,134,2196,10/7/2023,BDT,1,Released,3242831.33,1,0
638,12,1357,11/29/2023,USD,110.34,Released,24055.61,2,0
639,138,1600,4/30/2023,CNY,108.14,Released,948.2,1,0
640,134,1835,7/29/2022,BDT,1,Released,1567388.85,1,0
641,13,0,12/12/2020,USD,84.96,Released,236266.16,3,1
642,29,332,5/28/2022,BDT,1,Released,1639889.2899999998,6,0
643,53,1876,9/11/2023,BDT,1,Released,3926915.24,2,0
644,18,2011,5/9/2022,BDT,1,Released,4170353.5,3,0
645,103,1812,8/8/2023,USD,107.11,Released,173797.13,4,0
646,28,693,11/27/2023,BDT,1,Released,1079079.15,2,0
647,18,2153,5/19/2022,BDT,1,Released,1292552.99,3,0
648,118,1097,5/24/2023,BDT,1,Released,1070075.96,2,0
649,127,2125,5/13/2022,BDT,1,Released,5020692.45,6,0
650,38,1417,5/5/2022,BDT,1,Released,992935.1699999999,6,0
651,14,0,12/26/2022,USD,112.15,Released,87595.27,5,0
652,143,0,1/13/2023,USD,109,Released,30907.11,6,0
653,66,1400,5/2/2022,BDT,1,Released,3708155.92,5,0
654,3,795,12/4/2021,BDT,1,Released,2299160,1,0
655,143,263,6/28/2021,USD,85.01,Released,58796.01,6,0
656,81,0,1/4/2022,BDT,1,Released,3199422.0300000003,3,0
657,35,2275,10/26/2023,BDT,1,Released,1415892.97,4,0
658,85,1724,2/27/2023,CNY,107.33,Released,406041.35,1,0
659,109,249,10/12/2022,BDT,1,Released,6527018.92,2,0
660,1,0,3/27/2022,USD,86.74,Released,92005.48999999999,6,0
661,57,0,11/11/2021,BDT,1,Released,153600,1,1
662,119,2099,12/15/2022,BDT,1,Released,1383812.76,1,0
663,115,1132,11/24/2023,USD,109.54,Released,513586.68,5,0
664,117,625,3/31/2022,BDT,1,Released,3969829.4299999997,3,0
665,48,1312,7/2/2022,USD,100.12,Released,725.48,6,0
666,122,256,2/15/2023,BDT,1,Released,1754581.8800000001,5,0
667,49,1196,9/4/2023,BDT,1,Released,2831828.88,4,0
668,120,1801,8/27/2023,BDT,1,Released,4174825.44,3,0
669,74,0,10/28/2021,BDT,1,Released,1765374,4,1
670,87,2223,7/21/2021,BDT,1,Released,1806688,1,0
671,41,576,10/12/2021,CNY,86.33,Released,252695.76,3,0
672,90,560,8/26/2023,BDT,1,Released,1799985.59,1,0
673,118,2108,10/29/2023,BDT,1,Released,3240120.47,2,0
674,148,1916,11/10/2023,BDT,1,Released,5640641.380000001,1,0
675,125,1182,12/3/2023,BDT,1,Released,6791975.89,6,0
676,25,2081,9/13/2023,BDT,1,Released,2579085.12,3,0
677,41,1057,7/23/2023,CNY,109.66,Released,876181.4,3,0
678,2,0,10/19/2023,BDT,1,Released,1510678.27,1,0
679,27,655,1/22/2022,BDT,1,Released,4110825.57,1,0
680,54,186,3/9/2020,CNY,85.42,Released,64672.12,5,0
681,111,156,7/30/2023,BDT,1,Released,3614199.73,5,0
682,61,776,6/11/2022,USD,97.84,Released,167364.5,1,0
683,19,501,4/26/2021,USD,85.21,Released,349895.4,1,0
684,49,1215,8/18/2023,BDT,1,Released,7883459.49,4,0
685,9,383,2/11/2023,BDT,1,Released,3240529.3600000003,3,0
686,57,0,1/30/2023,BDT,1,Released,4983617.88,1,1
687,32,17,5/4/2021,USD,85.79,Released,2707.2,5,0
688,25,2452,11/19/2023,BDT,1,Released,3253773.89,3,0
689,67,0,4/29/2020,BDT,1,Released,6177335,4,0
690,12,1982,12/13/2022,USD,112.86,Released,37915,2,0
691,80,154,3/18/2023,BDT,1,Released,4924259.42,2,0
692,46,1252,11/20/2023,USD,110.95,Released,111889.13,2,0
693,40,0,4/23/2023,USD,108.96,Released,401557.79000000004,5,0
694,128,277,1/23/2021,USD,85.54,Released,166449.13,2,0
695,40,547,8/16/2021,USD,85.33,Released,8811.66,5,0
696,81,392,7/6/2023,BDT,1,Released,4869101.1,3,0
697,33,1018,7/5/2023,USD,110.65,Released,411351.22000000003,6,0
698,79,0,10/25/2020,BDT,1,Released,1526155,1,1
699,139,2085,12/24/2023,USD,109.47,Released,593349.0499999999,6,0
700,30,951,9/18/2023,BDT,1,Released,3428984.13,5,0
701,48,1782,5/23/2021,USD,85.26,Released,211850.05000000002,6,0
702,110,0,10/11/2021,BDT,1,Released,5685346,3,0
703,62,0,2/13/2022,USD,88.18,Released,977147.71,3,0
704,13,2427,6/24/2023,USD,110.42,Released,6746.14,3,0
705,70,185,8/6/2023,BDT,1,Released,1925777.25,6,0
706,11,2217,11/21/2020,BDT,1,Released,4349966,5,0
707,109,1426,11/25/2022,BDT,1,Released,3756367.23,2,0
708,107,2224,8/26/2023,USD,110.52,Released,101171.38,4,0
709,120,97,8/6/2023,BDT,1,Released,5332085.35,3,0
710,98,543,6/6/2020,USD,85.08,Released,775577.38,3,0
711,122,0,1/7/2020,BDT,1,Released,3173063,5,0
712,28,1082,2/12/2022,BDT,1,Released,3466436.68,2,0
713,31,1980,5/10/2022,BDT,1,Released,437446.24,1,0
714,17,2353,3/18/2022,USD,87.2,Released,6021.68,4,0
715,145,190,11/11/2023,BDT,1,Released,3854404.85,3,0
716,82,1109,3/25/2023,CNY,106.65,Released,143169.98,6,0
717,26,1834,1/31/2023,BDT,1,Released,3489752.46,1,0
718,141,1765,12/29/2023,USD,106.34,Released,941640.32,4,0
719,73,0,6/28/2020,CNY,85.41,Released,7921.78,6,0
720,101,2328,8/28/2021,BDT,1,Released,5177821,3,0
721,58,1962,4/22/2023,BDT,1,Released,1166225.58,1,0
722,50,313,4/3/2022,USD,87.78,Released,79115.06,3,0
723,98,439,8/24/2022,USD,102.26,Released,938874.56,3,0
724,110,0,9/5/2020,BDT,1,Released,2341405,3,0
725,83,870,9/11/2021,BDT,1,Released,5343165,3,0
726,28,408,5/23/2023,BDT,1,Released,528398.13,2,0
727,22,863,11/27/2023,BDT,1,Released,5938651.12,3,0
728,103,738,10/19/2023,USD,107.54,Released,20910.620000000003,4,0
729,104,1946,10/26/2022,BDT,1,Released,5043269.82,3,0
730,12,2430,4/29/2022,USD,86.97,Released,1287.62,2,0
731,5,1846,6/19/2022,BDT,1,Released,4478297.899999999,2,0
732,54,994,4/26/2022,CNY,87.64,Released,526215.37,5,0
733,29,0,9/23/2022,BDT,1,Released,4171796.42,6,0
734,93,2234,3/3/2023,BDT,1,Released,5709504.09,2,0
735,99,1034,10/9/2022,BDT,1,Released,887368.73,6,0
736,67,0,12/22/2022,BDT,1,Released,5836599.6,4,0
737,123,1211,12/29/2022,USD,112.47,Released,20746,2,0
738,44,2007,9/5/2022,BDT,1,Released,3641966.95,3,0
739,56,1495,9/20/2023,BDT,1,Released,7113305.2700000005,5,0
740,69,19,12/27/2021,BDT,1,Released,5658974,3,0
741,38,0,8/21/2022,BDT,1,Released,2594343.85,6,0
742,77,2,8/19/2023,BDT,1,Released,4603915.46,2,0
743,124,690,8/19/2023,USD,108.55,Released,350230.43,5,0
744,65,355,12/26/2022,BDT,1,Released,1041101.83,6,0
745,51,2129,11/27/2021,BDT,1,Released,4741367,6,0
746,100,313,12/31/2022,USD,112.45,Released,29490.57,5,0
747,64,0,8/5/2023,BDT,1,Released,2136462.91,1,0
748,6,930,6/25/2023,USD,106.5,Released,659180.76,6,0
749,150,0,7/17/2021,BDT,1,Released,2143881,6,0
750,4,800,7/15/2023,BDT,1,Released,5993512.2,3,0
751,44,0,12/31/2020,BDT,1,Released,2559281,3,0
752,83,1901,12/23/2022,BDT,1,Released,6182594.97,3,0
753,47,1012,12/9/2022,CNY,112.47,Released,200990.52,2,0
754,90,204,11/29/2023,BDT,1,Released,4726722.76,1,0
755,17,2056,2/17/2022,USD,86.06,Released,25156,4,0
756,32,178,2/13/2023,USD,106.05,Released,7232.55,5,0
757,82,0,12/9/2022,CNY,112.65,Released,109413.29000000001,6,0
758,73,2156,2/15/2023,CNY,108.43,Released,26518.29,6,0
759,133,379,9/6/2021,BDT,1,Released,2845040,3,0
760,52,1489,3/13/2022,USD,86.91,Released,120097.08,3,0
761,47,1352,3/20/2023,CNY,109.57,Released,19061.11,2,0
762,19,1388,12/7/2023,USD,109.05,Released,815776.38,1,0
763,31,1299,4/3/2023,BDT,1,Released,438657.84,1,0
764,18,1453,7/26/2023,BDT,1,Released,2360164.21,3,0
765,42,994,3/6/2023,USD,107.55,Released,245095.28999999998,3,0
766,130,623,8/14/2023,BDT,1,Released,5007579.88,1,0
767,125,1557,3/9/2022,BDT,1,Released,2374296.62,6,0
768,117,707,6/2/2021,BDT,1,Released,777794,3,0
769,144,146,8/6/2023,USD,111.07,Released,661881,6,0
770,62,1251,3/20/2022,USD,86.59,Released,465944.23,3,0
771,77,0,12/2/2023,BDT,1,Released,3839732.1,2,1
772,111,2405,6/29/2023,BDT,1,Released,3271341.69,5,0
773,92,1257,10/16/2023,BDT,1,Released,397271.69,2,0
774,24,1544,2/28/2023,BDT,1,Released,32235.23,4,0
775,68,1539,2/13/2022,BDT,1,Released,4991100.24,1,0
776,116,261,6/3/2022,BDT,1,Released,2996446.8200000003,1,0
777,27,0,9/19/2020,BDT,1,Released,1047546,1,1
778,89,1568,8/28/2022,CNY,102.31,Released,17705.440000000002,1,0
779,60,211,8/4/2023,CNY,110.63,Released,377239.01,1,0
780,142,849,7/22/2023,BDT,1,Released,1130167.95,6,0
781,114,0,12/8/2023,BDT,1,Released,7382857.26,3,0
782,69,2389,7/8/2021,BDT,1,Released,2717228,3,0
783,46,929,8/13/2023,USD,106.43,Released,23816.710000000003,2,0
784,27,1240,9/13/2021,BDT,1,Released,3340654,1,0
785,58,279,8/4/2022,BDT,1,Released,3499329.19,1,0
786,126,806,5/9/2023,BDT,1,Released,1324949.88,5,0
787,20,500,10/19/2023,BDT,1,Released,2559533.1100000003,4,0
788,12,68,12/26/2023,USD,107.73,Released,516171.16,2,0
789,134,1074,1/20/2023,BDT,1,Released,3887045.6500000004,1,0
790,124,0,10/31/2021,USD,85.37,Released,557049.39,5,0
791,133,2142,7/31/2021,BDT,1,Released,6527474,3,0
792,111,401,10/23/2021,BDT,1,Released,3918042,5,0
793,81,2081,9/13/2023,BDT,1,Released,3461673.2800000003,3,0
794,19,787,3/26/2022,USD,87.74,Released,672702.96,1,0
795,39,1723,12/28/2023,BDT,1,Released,2275901.02,1,0
796,72,2295,1/5/2023,BDT,1,Released,1749027.71,1,0
797,123,2477,10/18/2022,USD,107.97,Released,73242.24,2,0
798,42,1264,7/29/2023,USD,109.01,Released,244014.09,3,0
799,131,2328,8/28/2021,BDT,1,Released,1008785,5,0
800,58,788,10/13/2022,BDT,1,Released,3873643.23,1,0
801,132,1586,12/14/2020,USD,85.37,Released,8839.98,6,0
802,43,824,7/7/2022,BDT,1,Released,3777923.6399999997,4,0
803,14,568,9/13/2023,USD,109.71,Released,48713.130000000005,5,0
804,72,195,5/1/2022,BDT,1,Released,1323144.8199999998,1,0
805,91,0,5/8/2022,BDT,1,Released,4286427.61,6,0
806,1,221,7/22/2022,USD,100.39,Released,37934.79,6,0
807,97,2056,12/28/2022,USD,112.94,Released,63517.1,4,0
808,120,192,12/24/2021,BDT,1,Released,365770,3,0
809,75,1663,12/5/2023,BDT,1,Released,3674581.73,3,0
810,7,485,10/24/2022,BDT,1,Released,6686637.140000001,1,0
811,108,140,9/5/2023,CNY,108.16,Released,457048.31,3,0
812,57,1111,6/27/2023,BDT,1,Released,10630643.76,1,0
813,28,0,3/7/2021,BDT,1,Released,1999447,2,0
814,136,1843,1/22/2022,BDT,1,Released,4507747.98,1,0
815,88,1172,9/18/2022,BDT,1,Released,76413.82,2,0
816,112,855,12/11/2023,BDT,1,Released,3917117.88,6,0
817,128,270,8/21/2023,USD,109.8,Released,167444.00999999998,2,0
818,102,325,5/18/2020,BDT,1,Released,2360160,4,0
819,35,1665,7/17/2023,BDT,1,Released,3866175.33,4,0
820,142,2309,3/31/2022,BDT,1,Released,4070967.44,6,0
821,54,907,5/10/2021,CNY,85.46,Released,123446.43999999999,5,0
822,127,1916,11/10/2023,BDT,1,Released,4407147.9,6,0
823,13,836,5/10/2023,USD,109,Released,329011.01,3,0
824,73,1261,10/24/2023,CNY,108.88,Released,72108.93,6,0
825,46,1822,12/21/2022,USD,112.1,Released,41250.600000000006,2,0
826,100,166,12/22/2022,USD,112.24,Released,19654.629999999997,5,0
827,40,2043,1/29/2023,USD,108.57,Released,316153.26,5,0
828,120,0,4/5/2023,BDT,1,Released,259827.2,3,0
829,123,0,3/3/2023,USD,109.47,Released,35935.19,2,0
830,24,0,6/26/2020,BDT,1,Released,1335209,4,0
831,13,0,2/1/2020,USD,84.66,Released,7715.4,3,1
832,122,2310,12/20/2022,BDT,1,Released,5627075.7,5,0
833,13,2056,11/26/2020,USD,85.17,Released,35216.49,3,0
